park_id,name,area_m2,greenspace_type,mean_woody,mean_grass,total_veg_idx,woody_ratio,grass_ratio,structure_cat,condition,clase,comuna,temp_am_c,temp_af_c,temp_pm_c,area_ha,stgohot_decile_mean,woody_decile,temp_decile,length_decile,priority_score,sampling_priority
45,PARQUE BATALLON DE CHACABUCO,13837.57265235,Urban Park,0.08935493975877762,0.030804593116044998,0.12015953287482262,0.7430175190501247,0.25615094603859223,High Woody Cover,NA,NA,NA,18.517269134521484,30.99376678466797,28.395950317382812,1.38,NA,8,NA,NA,NA,P5 — Intermediate
55,PARQUE LA BANDERA,14583.88627833,Urban Park,0.07206138223409653,0.030318016186356544,0.10237939842045307,0.7031792081608702,0.29584498595481223,High Woody Cover,Good condition,PARQUE,SAN RAMON,18.977737426757812,31.610734939575195,28.947097778320312,1.46,NA,3,NA,NA,NA,P5 — Intermediate
57,PARQUE GERMAN PICA CANAS SECTOR NORTE,23875.85571129,Urban Park,0.06729935109615326,0.030069950968027115,0.09736930206418037,0.6904671488448622,0.30850688710407537,High Woody Cover,Good condition,PLAZA,NUNOA,19.792951583862305,31.906442642211914,29.673015594482422,2.39,NA,2,NA,NA,NA,P5 — Intermediate
59,PARQUE EL TRAPICHE,221911.58280108,Urban Park,NA,NA,NA,NA,NA,Mixed/Balanced,NA,NA,NA,17.482229232788086,31.01141357421875,28.591529846191406,22.19,NA,NA,NA,NA,NA,P5 — Intermediate
61,PARQUE RAMON CRUZ,24676.14488094,Urban Park,0.07518582791090012,0.0312358345836401,0.10642166249454021,0.7058266473709399,0.29323457644346373,High Woody Cover,Good condition,PLAZA,NUNOA,18.75547218322754,32.2335319519043,29.75135040283203,2.47,NA,3,NA,NA,NA,P5 — Intermediate
62,PARQUE PORTAL BICENTENARIO,560800.42458125,Urban Park,0.146789088845253,0.06284632533788681,0.2096354141831398,0.6998774594979824,0.29964574930111587,High Woody Cover,Poor condition,PARQUE,CERRILLOS,18.41761016845703,30.982524871826172,28.244110107421875,56.08,NA,2,NA,NA,NA,P5 — Intermediate
63,PARQUE MUNICIPAL LO ERRAZURIZ,25776.45700302,Urban Park,0.15366405248641968,0.042139794677495956,0.19580384716391563,0.7843850680372128,0.2151044774645848,High Woody Cover,Good condition,PARQUE,CERRILLOS,18.990707397460938,31.177364349365234,28.405010223388672,2.58,NA,9,NA,NA,NA,P5 — Intermediate
67,PARQUE BICENTENARIO 2 ETAPA,142821.09027078,Urban Park,0.15823453664779663,0.08641525357961655,0.24464979022741318,0.6465155148887788,0.35307590457717014,High Woody Cover,Poor condition,PARQUE,VITACURA,19.38929557800293,31.00118637084961,29.552946090698242,14.28,NA,1,NA,NA,NA,P5 — Intermediate
70,PARQUE LAS AMERICAS,16447.36883432,Urban Park,0.08302462100982666,0.03604276850819588,0.11906738951802254,0.6967058802380685,0.30245496401299343,High Woody Cover,Poor condition,PLAZA,CONCHALI,18.514623641967773,32.367218017578125,30.120059967041016,1.64,NA,2,NA,NA,NA,P5 — Intermediate
71,PARQUE LAS INDUSTRIAS,16810.53453495,Urban Park,0.07292374223470688,0.030589770525693893,0.10351351276040077,0.7038053270458853,0.2952295478721068,High Woody Cover,Good condition,PLAZA,CONCHALI,18.50002098083496,32.38661575317383,30.126407623291016,1.68,NA,3,NA,NA,NA,P5 — Intermediate
73,PARQUE CUAUCTEMOC,24506.47696543,Urban Park,0.08800892531871796,0.03758784383535385,0.1255967691540718,0.7001685557314662,0.2990358788719609,High Woody Cover,Good condition,PARQUE,VITACURA,17.47934913635254,31.1744384765625,29.20389747619629,2.45,NA,2,NA,NA,NA,P5 — Intermediate
77,PARQUE SAN MIGUEL,64459.35981828,Urban Park,NA,NA,NA,NA,NA,Mixed/Balanced,NA,NA,NA,NA,NA,NA,6.45,NA,NA,NA,NA,NA,P5 — Intermediate
